Date,Site,Sex,Weight,TailBreak
6/27/03,CALI,.,.,.
6/27/03,GRAV,.,.,.
8/12/03,WEST,.,.,.
8/12/03,EAST,J,1,W
8/12/03,EAST,J,1,B
8/12/03,NORT,J,.,W
8/12/03,NORT,J,1,W
8/12/03,RABB,J,.,.
8/12/03,RABB,J,1,W
8/12/03,RABB,J,1,W
8/12/03,WELL,J,1,W
8/12/03,IBPE,J,1,W
8/12/03,IBPE,J,.,.
8/12/03,IBPE,F,3,W
8/12/03,IBPE,J,1,B
8/12/03,IBPE,J,1,B
8/12/03,IBPE,J,1,B
8/12/03,BASN,J,1,B
8/12/03,BASN,.,.,.
8/12/03,BASN,.,.,.
8/12/03,SAND,J,1,W
8/12/03,SUMM,.,.,.
8/12/03,CALI,.,.,.
8/12/03,GRAV,.,.,.
8/15/03,WEST,.,.,.
8/15/03,EAST,M,1,W
8/15/03,IBPE,M,1,W
8/15/03,IBPE,J,1,W
8/15/03,IBPE,J,1,W
8/15/03,WELL,J,1,W
8/15/03,RABB,.,.,.
8/15/03,NORT,.,.,.
8/15/03,BASN,.,.,.
8/15/03,SAND,M,2,W
8/15/03,SAND,J,1,W
8/15/03,SUMM,.,.,.
8/15/03,CALI,.,.,.
8/15/03,GRAV,M,1,W
8/19/03,WEST,.,.,.
8/19/03,EAST,J,1,W
8/19/03,NORT,J,2,W
8/19/03,NORT,F,3,B
8/19/03,RABB,.,.,.
8/19/03,WELL,F,3,B
8/19/03,IBPE,J,1,W
8/19/03,IBPE,J,1,W
8/19/03,BASN,J,1,W
8/19/03,BASN,J,1,W
8/19/03,BASN,J,2,W
8/19/03,SAND,J,1,W
8/19/03,SUMM,M,4,B
8/19/03,CALI,J,1,W
8/19/03,GRAV,.,.,.
8/22/03,WEST,.,.,.
8/22/03,EAST,M,11,W
8/22/03,EAST,J,1,W
8/22/03,NORT,J,1,W
8/22/03,RABB,J,1,W
8/22/03,WELL,.,.,.
8/22/03,IBPE,J,1,W
8/22/03,IBPE,J,1,W
8/22/03,IBPE,J,1,W
8/22/03,BASN,J,2,W
8/22/03,BASN,M,2,W
8/22/03,BASN,F,2,B
8/22/03,SAND,J,3,W
8/22/03,SUMM,.,.,.
8/22/03,CALI,J,1,W
8/22/03,GRAV,F,1,W
11/14/03,WEST,.,.,.
11/14/03,EAST,F,5,W
11/14/03,EAST,F,3,W
11/14/03,IBPE,.,.,.
11/14/03,WELL,F,2,W
11/14/03,WELL,F,1,W
11/14/03,WELL,M,3,B
11/14/03,WELL,M,3,W
11/14/03,WELL,F,1,W
11/14/03,WELL,F,3,W
11/14/03,WELL,M,3,W
11/14/03,WELL,M,4,W
11/14/03,RABB,M,5,W
11/14/03,NORT,.,.,.
11/14/03,BASN,F,3,W
11/14/03,BASN,F,3,W
11/14/03,BASN,M,4,W
11/14/03,SAND,F,3,W
11/14/03,SAND,F,3,W
11/14/03,SUMM,.,.,.
11/14/03,CALI,.,.,.
11/14/03,GRAV,M,4,W
11/21/03,WEST,M,3,W
11/21/03,EAST,M,5,W
11/21/03,EAST,F,5,B
11/21/03,EAST,M,5,W
11/21/03,NORT,F,2,W
11/21/03,RABB,F,3,W
11/21/03,RABB,F,3,W
11/21/03,RABB,M,5,B
11/21/03,WELL,M,3,B
11/21/03,WELL,M,2,W
11/21/03,WELL,F,2,W
11/21/03,WELL,M,3,B
11/21/03,IBPE,M,3,W
11/21/03,IBPE,F,3,W
11/21/03,IBPE,M,2,B
11/21/03,IBPE,M,4,B
11/21/03,IBPE,M,5,W
11/21/03,BASN,.,.,.
11/21/03,SAND,.,.,.
11/21/03,SUMM,.,.,.
11/21/03,CALI,.,.,.
11/21/03,GRAV,.,.,.
3/22/04,WEST,M,5,B
3/22/04,EAST,.,.,.
3/22/04,NORT,.,.,.
3/22/04,RABB,F,4,W
3/22/04,RABB,F,3,W
3/22/04,RABB,F,2,W
3/22/04,RABB,F,3,W
3/22/04,WELL,F,3,B
3/22/04,WELL,F,2,B
3/22/04,WELL,F,3,W
3/22/04,WELL,M,4,W
3/22/04,WELL,M,4,W
3/22/04,IBPE,F,3,W
3/22/04,IBPE,M,5,B
3/22/04,BASN,J,3,W
3/22/04,BASN,F,4,W
3/22/04,SAND,.,.,.
3/22/04,SUMM,.,.,.
3/22/04,CALI,.,.,.
3/22/04,GRAV,F,5,W
3/29/04,WEST,F,6,B
3/29/04,EAST,.,.,.
3/29/04,NORT,F,4,W
3/29/04,RABB,F,4,W
3/29/04,WELL,.,.,.
3/29/04,IBPE,F,3,W
3/29/04,BASN,J,2,W
3/29/04,BASN,F,5,W
3/29/04,BASN,J,2,W
3/29/04,BASN,J,2,W
3/29/04,BASN,F,3,B
3/29/04,SUMM,.,.,.
3/29/04,CALI,.,.,.
3/29/04,GRAV,.,.,.
6/11/04,WEST,.,.,.
6/11/04,EAST,.,.,.
6/11/04,NORT,.,.,.
6/11/04,RABB,.,.,.
6/11/04,WELL,.,.,.
6/11/04,IBPE,.,.,.
6/11/04,BASN,F,3,W
6/11/04,BASN,F,19,W
6/11/04,SAND,.,.,.
6/11/04,SUMM,.,.,.
6/11/04,CALI,.,.,.
6/11/04,GRAV,.,.,.
6/15/04,WEST,F,42,W
6/15/04,WEST,F,3,W
6/15/04,EAST,.,.,.
6/15/04,NORT,F,4,B
6/15/04,RABB,.,.,.
6/15/04,WELL,.,.,.
6/15/04,IBPE,.,.,.
6/15/04,BASN,M,3,B
6/15/04,BASN,F,4,W
6/15/04,BASN,M,4,B
6/15/04,BASN,F,17,W
6/15/04,SAND,.,.,.
6/15/04,SUMM,.,.,.
6/15/04,CALI,.,.,.
6/15/04,GRAV,.,.,.
6/18/04,WEST,.,.,.
6/18/04,EAST,.,.,.
6/18/04,NORT,.,.,.
6/18/04,RABB,.,.,.
6/18/04,WELL,F,4,B
6/18/04,IBPE,.,.,.
6/18/04,BASN,M,4,W
6/18/04,BASN,F,3,B
6/18/04,SAND,.,.,.
6/18/04,SUMM,.,.,.
6/18/04,CALI,M,11,W
6/18/04,CALI,J,1,W
6/18/04,GRAV,J,1,B
6/22/04,WEST,.,.,.
6/22/04,EAST,.,.,.
6/22/04,NORT,.,.,.
6/22/04,IBPE,F,5,W
6/22/04,WELL,.,.,.
6/22/04,BASN,.,.,.
6/22/04,SAND,J,1,W
6/22/04,SAND,J,1,W
6/22/04,SAND,J,1,W
6/22/04,SAND,J,1,W
6/22/04,SAND,J,1,W
6/22/04,SAND,J,1,W
6/22/04,SAND,J,1,W
6/22/04,SAND,J,1,W
6/22/04,SAND,J,1,W
6/22/04,SAND,J,1,W
6/22/04,SUMM,.,.,.
6/22/04,CALI,F,12,W
6/22/04,GRAV,.,.,.
6/22/04,GRAV,J,1,W
8/13/04,WEST,M,2,W
8/13/04,EAST,.,.,.
8/13/04,NORT,J,1,B
8/13/04,RABB,J,.,.
8/13/04,WELL,.,.,.
8/13/04,IBPE,.,.,.
8/13/04,BASN,J,1,W
8/13/04,BASN,J,2,W
8/13/04,SAND,J,1,W
8/13/04,SAND,J,1,W
8/13/04,SUMM,.,.,.
8/13/04,CALI,.,.,.
8/13/04,GRAV,J,2,W
8/13/04,GRAV,J,.,.
8/13/04,GRAV,M,2,B
8/13/04,GRAV,.,.,.
8/17/04,GRAV,F,3,W
8/17/04,GRAV,M,3,W
8/17/04,CALI,J,1,W
8/17/04,SUMM,.,.,.
8/17/04,SAND,M,2,W
8/17/04,SAND,J,1,W
8/17/04,SAND,M,3,W
8/17/04,SAND,J,1,W
8/17/04,SAND,F,2,W
8/17/04,IBPE,F,2,W
8/17/04,IBPE,F,2,W
8/17/04,WELL,.,.,.
8/17/04,RABB,F,3,W
8/17/04,NORT,.,.,.
8/17/04,BASN,J,2,W
8/17/04,EAST,M,3,W
8/17/04,EAST,J,1,W
8/17/04,WEST,.,.,.
8/20/04,WEST,.,.,.
8/20/04,EAST,F,13,W
8/20/04,NORT,J,1,W
8/20/04,RABB,J,2,W
8/20/04,RABB,J,1,W
8/20/04,RABB,M,2,W
8/20/04,RABB,J,1,.
8/20/04,RABB,J,1,.
8/20/04,WELL,J,2,W
8/20/04,IBPE,M,2,W
8/20/04,IBPE,M,2,W
8/20/04,IBPE,J,2,W
8/20/04,BASN,J,3,W
8/20/04,SAND,.,.,.
8/20/04,SUMM,J,.,W
8/20/04,CALI,.,.,.
8/20/04,CALI,J,2,W
8/20/04,GRAV,J,1,W
8/24/04,WEST,J,1,W
8/24/04,EAST,J,1,W
8/24/04,NORT,.,.,.
8/24/04,RABB,J,1,W
8/24/04,RABB,J,2,W
8/24/04,RABB,J,1,B
8/24/04,RABB,J,1,.
8/24/04,RABB,J,1,B
8/24/04,RABB,J,2,W
8/24/04,WELL,J,2,W
8/24/04,WELL,J,1,B
8/24/04,IBPE,J,2,.
8/24/04,IBPE,J,1,B
8/24/04,IBPE,J,1,W
8/24/04,IBPE,J,1,B
8/24/04,IBPE,J,1,W
8/24/04,BASN,.,.,.
8/24/04,BASN,F,2,W
8/24/04,SAND,J,.,B
8/24/04,SAND,.,.,.
8/24/04,SUMM,.,.,.
8/24/04,CALI,.,.,.
8/24/04,GRAV,J,1,W
11/17/04,WEST,F,4,W
11/17/04,EAST,J,1,B
11/17/04,EAST,F,4,B
11/17/04,NORT,.,.,.
11/17/04,RABB,M,4,B
11/17/04,RABB,M,4,B
11/17/04,WELL,F,2,B
11/17/04,IBPE,M,5,B
11/17/04,IBPE,M,5,W
11/17/04,IBPE,F,3,W
11/17/04,BASN,.,.,.
11/17/04,SAND,M,6,W
11/17/04,SUMM,.,.,.
11/17/04,CALI,.,.,.
11/17/04,GRAV,F,4,W
11/23/04,WEST,.,.,.
11/23/04,EAST,.,.,.
11/23/04,NORT,.,.,.
11/23/04,RABB,F,3,B
11/23/04,WELL,M,4,W
11/23/04,WELL,M,4,W
11/23/04,WELL,F,2,B
11/23/04,IBPE,M,3,B
11/23/04,IBPE,M,4,B
11/23/04,BASN,.,.,.
11/23/04,SAND,M,5,W
11/23/04,CALI,M,6,W
11/23/04,SUMM,.,.,.
11/23/04,GRAV,M,4,W
3/11/05,SAND,M,3,B
3/11/05,SAND,M,4,B
3/11/05,SUMM,.,.,.
3/11/05,CALI,F,3,W
3/11/05,CALI,M,4,W
3/11/05,CALI,M,3,W
3/11/05,GRAV,M,4,B
3/11/05,GRAV,F,2,W
3/11/05,BASN,.,.,.
3/11/05,WEST,.,.,.
3/11/05,EAST,M,3,W
3/11/05,EAST,M,4,B
3/11/05,IBPE,J,2,W
3/11/05,IBPE,F,3,B
3/11/05,IBPE,F,3,W
3/11/05,WELL,F,3,W
3/11/05,WELL,M,4,W
3/11/05,RABB,F,3,B
3/11/05,NORT,.,.,.
3/18/05,WEST,.,.,.
3/18/05,EAST,F,3,B
3/18/05,NORT,M,5,B
3/18/05,NORT,J,1,W
3/18/05,RABB,J,3,W
3/18/05,RABB,M,5,B
3/18/05,WELL,.,.,.
3/18/05,IBPE,F,3,W
3/18/05,BASN,F,2,W
3/18/05,SAND,M,5,B
3/18/05,SUMM,.,.,.
3/18/05,CALI,.,.,.
3/18/05,GRAV,.,.,.
6/7/05,WEST,F,40,B
6/7/05,EAST,.,.,.
6/7/05,NORT,M,4,B
6/7/05,RABB,F,4,B
6/7/05,RABB,M,6,W
6/7/05,RABB,.,.,.
6/7/05,WELL,.,.,.
6/7/05,IBPE,.,.,.
6/7/05,BASN,.,.,.
6/7/05,SAND,.,.,.
6/7/05,SAND,.,.,.
6/7/05,CALI,.,.,.
6/7/05,GRAV,F,5,W
6/7/05,SUMM,.,.,.
6/10/05,WEST,.,.,.
6/10/05,EAST,.,.,.
6/10/05,IBPE,.,.,.
6/10/05,WELL,.,.,.
6/10/05,RABB,.,.,.
6/10/05,NORT,.,.,.
6/10/05,BASN,.,.,.
6/10/05,SAND,.,.,.
6/10/05,SUMM,.,.,.
6/10/05,CALI,.,.,.
6/10/05,GRAV,.,.,.
6/14/05,EAST,F,4,W
6/14/05,WEST,.,.,.
6/14/05,NORT,.,.,.
6/14/05,RABB,F,3,B
6/14/05,RABB,F,4,W
6/14/05,WELL,F,4,B
6/14/05,IBPE,.,.,.
6/14/05,BASN,F,11,W
6/14/05,BASN,F,15,W
6/14/05,SUMM,.,.,.
6/14/05,CALI,.,.,.
6/14/05,GRAV,.,.,.
6/14/05,SAND,.,.,.
6/17/05,WEST,F,.,.
6/17/05,WEST,M,46,W
6/17/05,EAST,F,5,B
6/17/05,NORT,.,.,.
6/17/05,RABB,F,5,B
6/17/05,WELL,F,6,W
6/17/05,BASN,F,9,W
6/17/05,IBPE,.,.,.
6/17/05,SAND,J,1,W
6/17/05,CALI,.,.,.
6/17/05,GRAV,J,1,W
6/17/05,SUMM,.,.,.
8/9/05,GRAV,J,1,W
8/9/05,GRAV,F,2,W
8/9/05,GRAV,M,2,B
8/9/05,GRAV,M,.,B
8/9/05,CALI,J,1,W
8/9/05,CALI,M,2,.
8/9/05,SUMM,.,.,.
8/9/05,SAND,M,2,W
8/9/05,SAND,F,2,W
8/9/05,SAND,M,1,W
8/9/05,BASN,J,1,W
8/9/05,BASN,J,2,W
8/9/05,NORT,M,2,B
8/9/05,NORT,M,2,W
8/9/05,NORT,M,1,W
8/9/05,NORT,.,.,W
8/9/05,RABB,M,1,W
8/9/05,RABB,J,1,W
8/9/05,RABB,F,2,W
8/9/05,RABB,M,1,W
8/9/05,RABB,J,1,W
8/9/05,RABB,J,2,W
8/9/05,RABB,F,1,W
8/9/05,WELL,J,1,W
8/9/05,WELL,M,2,W
8/9/05,WELL,F,1,W
8/9/05,IBPE,F,1,W
8/9/05,EAST,F,1,W
8/9/05,WEST,.,.,.
8/12/05,WEST,.,.,.
8/12/05,EAST,.,.,.
8/12/05,NORT,J,2,W
8/12/05,NORT,F,2,W
8/12/05,NORT,J,2,W
8/12/05,NORT,F,2,W
8/12/05,RABB,J,1,W
8/12/05,RABB,J,1,W
8/12/05,WELL,J,1,W
8/12/05,WELL,J,1,W
8/12/05,WELL,F,2,W
8/12/05,IBPE,M,2,W
8/12/05,BASN,F,4,W
8/12/05,BASN,F,.,W
8/12/05,BASN,M,3,W
8/12/05,BASN,F,27,W
8/12/05,BASN,M,2,W
8/12/05,BASN,F,2,W
8/12/05,SAND,J,2,W
8/12/05,SAND,J,.,W
8/12/05,SAND,F,2,W
8/12/05,SAND,F,2,W
8/12/05,SUMM,.,.,.
8/12/05,CALI,.,.,.
8/12/05,GRAV,.,.,.
8/16/05,NORT,J,1,W
8/16/05,NORT,M,2,W
8/16/05,RABB,.,.,.
8/16/05,WELL,M,2,W
8/16/05,WELL,F,1,W
8/16/05,IBPE,F,1,W
8/16/05,IBPE,J,1,W
8/16/05,IBPE,M,1,W
8/16/05,EAST,F,1,B
8/16/05,WEST,F,6,W
8/16/05,BASN,J,1,W
8/16/05,BASN,F,1,W
8/16/05,BASN,F,6,W
8/16/05,SAND,M,3,W
8/16/05,SAND,F,2,W
8/16/05,CALI,M,2,W
8/16/05,SUMM,.,.,.
8/16/05,GRAV,J,2,W
8/19/05,WEST,.,.,.
8/19/05,EAST,J,1,W
8/19/05,NORT,.,.,.
8/19/05,RABB,J,1,W
8/19/05,WELL,J,.,.
8/19/05,WELL,M,3,W
8/19/05,WELL,F,3,W
8/19/05,WELL,M,2,W
8/19/05,WELL,.,.,.
8/19/05,IBPE,.,.,.
8/19/05,IBPE,M,2,W
8/19/05,BASN,.,.,.
8/19/05,SAND,J,.,.
8/19/05,SAND,M,2,W
8/19/05,SAND,.,.,.
8/19/05,SAND,M,2,W
8/19/05,SAND,J,1,W
8/19/05,SUMM,.,.,.
8/19/05,CALI,.,.,.
8/19/05,GRAV,.,.,.
11/11/05,WEST,M,6,W
11/11/05,WEST,F,2,W
11/11/05,WEST,M,4,W
11/11/05,EAST,F,4,B
11/11/05,EAST,F,4,W
11/11/05,EAST,F,4,W
11/11/05,EAST,F,3,B
11/11/05,EAST,F,4,W
11/11/05,NORT,F,4,W
11/11/05,NORT,M,5,W
11/11/05,NORT,F,3,W
11/11/05,NORT,F,2,W
11/11/05,NORT,M,6,W
11/11/05,NORT,J,1,W
11/11/05,NORT,F,3,W
11/11/05,RABB,M,5,W
11/11/05,NORT,M,5,B
11/11/05,RABB,.,.,.
11/11/05,RABB,F,3,W
11/11/05,RABB,F,2,W
11/11/05,RABB,J,.,.
11/11/05,RABB,F,2,W
11/11/05,RABB,F,3,W
11/11/05,WELL,.,.,.
11/11/05,WELL,F,3,W
11/11/05,WELL,M,4,W
11/11/05,WELL,F,2,W
11/11/05,WELL,F,3,B
11/11/05,IBPE,M,6,B
11/11/05,IBPE,F,3,W
11/11/05,IBPE,J,1,W
11/11/05,BASN,F,5,W
11/11/05,BASN,F,3,W
11/11/05,SAND,F,3,W
11/11/05,SAND,F,.,.
11/11/05,SAND,F,3,B
11/11/05,SAND,F,4,W
11/11/05,SUMM,.,.,.
11/11/05,CALI,F,4,B
11/11/05,GRAV,.,.,.
11/11/05,GRAV,F,3,W
11/11/05,GRAV,M,5,B
11/11/05,GRAV,F,3,W
11/18/05,WEST,.,.,.
11/18/05,EAST,F,5,W
11/18/05,EAST,M,3,W
11/18/05,EAST,M,5,B
11/18/05,EAST,M,7,W
11/18/05,NORT,F,3,B
11/18/05,RABB,F,3,W
11/18/05,WELL,F,3,W
11/18/05,WELL,F,3,W
11/18/05,WELL,M,5,B
11/18/05,WELL,J,1,W
11/18/05,IBPE,F,4,B
11/18/05,IBPE,F,3,W
11/18/05,IBPE,M,1,W
11/18/05,IBPE,F,2,B
11/18/05,BASN,M,4,W
11/18/05,BASN,M,5,W
11/18/05,SAND,F,4,W
3/10/06,WEST,.,.,.
3/10/06,EAST,F,2,W
3/10/06,NORT,F,3,B
3/10/06,NORT,M,4,W
3/10/06,RABB,M,4,W
3/10/06,RABB,M,4,W
3/10/06,WELL,F,2,W
3/10/06,WELL,.,.,.
3/10/06,WELL,F,2,W
3/10/06,WELL,M,3,W
3/10/06,WELL,M,2,B
3/10/06,IBPE,F,2,B
3/10/06,IBPE,F,1,B
3/10/06,SAND,F,2,W
3/10/06,SUMM,M,4,B
3/10/06,SUMM,F,.,.
3/10/06,SUMM,F,1,W
3/10/06,CALI,F,3,W
3/10/06,GRAV,F,2,B
3/10/06,GRAV,F,2,B
3/10/06,GRAV,F,2,W
3/17/06,WEST,.,.,.
3/17/06,EAST,M,3,B
3/17/06,EAST,F,3,W
3/17/06,NORT,.,.,.
3/17/06,RABB,F,3,W
3/17/06,RABB,F,3,W
3/17/06,RABB,F,3,W
3/17/06,RABB,F,4,W
3/17/06,WELL,.,.,.
3/17/06,IBPE,.,.,.
3/17/06,BASN,.,.,.
3/17/06,CALI,J,2,B
3/17/06,SUMM,.,.,.
3/17/06,SAND,.,.,.
3/17/06,GRAV,.,.,.
6/13/06,WEST,F,21,B
6/13/06,EAST,F,20,W
6/13/06,NORT,M,5,W
6/13/06,NORT,.,.,B
6/13/06,RABB,F,2,W
6/13/06,RABB,F,6,W
6/13/06,WELL,.,.,.
6/13/06,WELL,F,3,W
6/13/06,WELL,F,3,B
6/13/06,IBPE,F,.,W
6/13/06,BASN,.,.,.
6/13/06,SAND,.,.,.
6/13/06,SUMM,.,.,.
6/13/06,CALI,M,2,W
6/13/06,GRAV,.,.,.
6/16/06,WEST,.,.,.
6/16/06,EAST,.,.,B
6/16/06,NORT,M,5,B
6/16/06,RABB,F,8,W
6/16/06,WELL,.,.,.
6/16/06,BASN,F,3,B
6/16/06,BASN,.,.,B
6/16/06,SUMM,F,3,W
6/20/06,WEST,F,15,W
6/20/06,WEST,F,4,B
6/20/06,WEST,F,8,W
6/20/06,EAST,.,.,.
6/20/06,NORT,.,.,.
6/20/06,RABB,.,.,.
6/20/06,IBPE,F,4,W
6/20/06,BASN,F,17,W
6/20/06,BASN,J,7,W
6/20/06,SAND,.,.,.
6/20/06,SUMM,.,.,.
6/20/06,CALI,.,.,.
6/20/06,GRAV,.,.,.
6/23/06,WEST,F,40,B
6/23/06,EAST,J,4,B
6/23/06,NORT,F,3,W
6/23/06,RABB,.,.,.
6/23/06,WELL,F,3,B
6/23/06,IBPE,F,2,W
6/23/06,BASN,F,3,B
6/23/06,BASN,.,.,.
6/23/06,SAND,.,.,.
6/23/06,SUMM,.,.,.
6/23/06,CALI,.,.,.
6/23/06,GRAV,.,.,.
8/15/06,WEST,.,.,.
8/15/06,NORT,J,1,W
8/15/06,RABB,J,1,B
8/15/06,RABB,J,1,W
8/15/06,RABB,J,1,W
8/15/06,WELL,J,1,W
8/15/06,WELL,J,1,B
8/15/06,IBPE,.,.,.
8/15/06,BASN,F,17,B
8/15/06,BASN,F,3,B
8/15/06,SAND,.,.,.
8/15/06,SUMM,.,.,.
8/15/06,CALI,.,.,.
8/15/06,GRAV,.,.,.
8/15/06,EAST,M,9,B
8/18/06,WEST,.,.,.
8/18/06,EAST,.,.,.
8/18/06,BASN,.,.,.
8/18/06,SAND,.,.,.
8/18/06,SUMM,.,.,.
8/18/06,CALI,.,.,.
8/18/06,GRAV,.,.,.
8/18/06,NORT,.,.,.
8/18/06,RABB,.,.,.
8/18/06,WELL,.,.,.
8/18/06,IBPE,.,.,.
