Date,Site,Sex,Weight,TailBreak
8/26/94,SAND,.,.,.
8/26/94,BASN,J,1,W
8/26/94,IBPE,J,1,W
8/26/94,IBPE,J,1,W
8/26/94,RABB,.,10,W
8/26/94,RABB,F,1,W
8/26/94,RABB,J,1,W
8/26/94,RABB,F,1,W
8/26/94,WELL,J,1,B
8/26/94,EAST,.,.,.
8/26/94,WEST,.,.,.
11/4/94,CALI,F,2,B
11/4/94,CALI,M,3,W
11/4/94,GRAV,F,3,W
11/4/94,GRAV,M,5,W
11/4/94,SAND,J,1,W
11/4/94,SAND,J,1,W
11/4/94,BASN,.,.,.
11/4/94,IBPE,J,1,W
11/4/94,IBPE,J,2,W
11/4/94,IBPE,M,3,W
11/4/94,IBPE,M,2,B
11/4/94,IBPE,F,3,W
11/4/94,IBPE,F,2,B
11/4/94,IBPE,M,3,W
11/4/94,IBPE,J,2,W
11/4/94,RABB,.,.,.
11/4/94,RABB,M,3,W
11/4/94,RABB,J,1,W
11/4/94,RABB,J,2,W
11/4/94,WELL,J,2,W
11/4/94,WELL,M,2,W
11/4/94,WELL,J,1,W
11/4/94,WELL,J,1,B
11/4/94,WELL,M,.,B
11/4/94,WELL,F,.,B
11/4/94,EAST,.,.,.
11/4/94,WEST,J,2,W
11/11/94,CALI,F,3,W
11/11/94,CALI,F,3,B
11/11/94,GRAV,.,.,.
11/11/94,IBPE,J,2,W
11/11/94,SAND,M,3,W
11/11/94,SAND,M,2,W
11/11/94,BASN,.,.,.
11/11/94,IBPE,M,2,B
11/11/94,IBPE,M,4,W
11/11/94,IBPE,F,3,B
11/11/94,IBPE,M,4,B
11/11/94,IBPE,F,2,B
11/11/94,IBPE,F,2,W
11/11/94,IBPE,F,2,W
11/11/94,IBPE,F,4,W
11/11/94,IBPE,F,4,W
11/11/94,IBPE,M,6,W
11/11/94,IBPE,F,5,B
11/11/94,RABB,F,2,W
11/11/94,RABB,F,3,W
11/11/94,WELL,F,2,W
11/11/94,WELL,F,3,B
11/11/94,WELL,J,2,B
11/11/94,WELL,J,1,W
11/11/94,EAST,F,6,W
11/11/94,EAST,F,4,W
11/11/94,EAST,F,3,W
11/11/94,WEST,J,3,W
3/16/95,CALI,.,.,.
3/16/95,GRAV,.,.,.
3/16/95,SAND,F,3,W
3/16/95,SAND,M,4,W
3/16/95,SAND,F,3,.
3/16/95,BASN,F,2,W
3/16/95,IBPE,.,.,.
3/16/95,SUMM,.,.,.
3/16/95,NORT,M,4,W
3/16/95,RABB,M,4,B
3/16/95,WELL,F,3,W
3/16/95,EAST,M,5,W
3/16/95,WEST,M,.,W
3/16/95,WEST,M,4,W
3/23/95,CALI,M,2,W
3/23/95,CALI,F,4,W
3/23/95,GRAV,F,2,W
3/23/95,SAND,.,.,.
3/23/95,BASN,F,2,W
3/23/95,BASN,M,2,W
3/23/95,IBPE,F,2,W
3/23/95,IBPE,M,5,W
3/23/95,IBPE,F,3,W
3/23/95,NORT,M,4,W
3/23/95,RABB,.,.,.
3/23/95,WELL,M,3,W
3/23/95,EAST,.,.,.
3/23/95,WEST,M,4,W
6/2/95,CALI,.,.,.
6/2/95,GRAV,.,12,W
6/2/95,SAND,.,.,.
6/2/95,BASN,F,5,W
6/2/95,IBPE,F,3,W
6/2/95,SUMM,.,.,.
6/2/95,NORT,.,.,.
6/2/95,RABB,F,5,W
6/2/95,WELL,.,.,.
6/2/95,EAST,.,.,.
6/2/95,WEST,F,4,W
6/6/95,CALI,F,4,W
6/6/95,CALI,F,4,W
6/6/95,GRAV,.,.,.
6/6/95,SAND,.,.,.
6/6/95,BASN,M,9,B
6/6/95,BASN,F,4,W
6/6/95,IBPE,F,4,W
6/6/95,IBPE,M,4,B
6/6/95,IBPE,F,3,W
6/6/95,SUMM,.,.,.
6/6/95,NORT,.,.,.
6/6/95,RABB,.,.,.
6/6/95,WELL,.,.,.
6/6/95,EAST,.,.,.
6/6/95,WEST,M,10,W
6/9/95,CALI,.,.,.
6/9/95,GRAV,.,.,.
6/9/95,SAND,.,.,.
6/9/95,BASN,M,4,W
6/9/95,IBPE,M,4,W
6/9/95,SUMM,.,.,.
6/9/95,NORT,.,.,.
6/9/95,RABB,.,.,.
6/9/95,WELL,F,3,W
6/9/95,WELL,F,2,W
6/9/95,EAST,.,13,W
6/9/95,WEST,.,.,.
6/12/95,CALI,F,4,W
6/12/95,GRAV,.,.,.
6/12/95,SAND,F,25,W
6/12/95,SAND,M,14,B
6/12/95,BASN,F,3,W
6/12/95,BASN,M,.,W
6/12/95,IBPE,.,.,.
6/12/95,SUMM,.,.,.
6/12/95,NORT,M,.,W
6/12/95,NORT,M,9,W
6/12/95,NORT,F,8,W
6/12/95,RABB,M,8,W
6/12/95,WELL,M,9,W
6/12/95,EAST,F,10,W
6/12/95,EAST,F,4,W
6/12/95,EAST,F,9,B
6/12/95,WEST,.,.,.
8/8/95,CALI,.,.,.
8/8/95,GRAV,.,.,.
8/8/95,SAND,M,1,W
8/8/95,SAND,F,1,W
8/8/95,BASN,M,1,W
8/8/95,IBPE,F,1,W
8/8/95,IBPE,F,1,W
8/8/95,IBPE,M,1,W
8/8/95,IBPE,M,1,W
8/8/95,SUMM,.,.,.
8/8/95,NORT,.,.,.
8/8/95,RABB,J,1,W
8/8/95,RABB,J,1,W
8/8/95,WELL,M,1,W
8/8/95,WELL,M,1,W
8/8/95,WELL,M,1,W
8/8/95,WELL,F,1,W
8/8/95,EAST,J,1,W
8/8/95,EAST,F,4,W
8/8/95,WEST,J,1,W
8/11/95,CALI,M,1,W
8/11/95,CALI,M,1,W
8/11/95,GRAV,.,.,.
8/11/95,SAND,M,1,B
8/11/95,BASN,.,.,.
8/11/95,IBPE,J,1,W
8/11/95,IBPE,F,1,W
8/11/95,IBPE,.,.,W
8/11/95,IBPE,M,1,W
8/11/95,IBPE,M,.,B
8/11/95,SUMM,.,.,.
8/11/95,NORT,M,1,W
8/11/95,RABB,F,1,W
8/11/95,RABB,M,1,B
8/11/95,WELL,J,1,W
8/11/95,WELL,F,1,W
8/11/95,WELL,M,1,W
8/11/95,EAST,M,2,W
8/11/95,EAST,J,1,W
8/11/95,WEST,.,.,.
8/15/95,CALI,J,1,W
8/15/95,GRAV,M,1,W
8/15/95,SAND,F,1,B
8/15/95,SAND,F,.,B
8/15/95,SAND,.,.,W
8/15/95,BASN,J,1,W
8/15/95,BASN,.,.,B
8/15/95,BASN,.,1,W
8/15/95,IBPE,M,1,B
8/15/95,IBPE,F,5,W
8/15/95,IBPE,M,1,W
8/15/95,IBPE,J,1,W
8/15/95,IBPE,F,1,B
8/15/95,SUMM,F,.,B
8/15/95,SUMM,M,1,W
8/15/95,NORT,.,.,.
8/15/95,RABB,M,1,W
8/15/95,RABB,M,1,W
8/15/95,WELL,F,1,W
8/15/95,WELL,M,1,B
8/15/95,WELL,F,1,W
8/15/95,EAST,F,.,W
8/15/95,EAST,M,.,W
8/15/95,EAST,F,.,W
8/15/95,WEST,M,.,W
8/18/95,CALI,.,.,.
8/18/95,GRAV,.,.,.
8/18/95,SAND,.,.,.
8/18/95,BASN,.,.,.
8/18/95,IBPE,.,.,.
8/18/95,SUMM,.,.,.
8/18/95,NORT,M,1,W
8/18/95,RABB,M,2,B
8/18/95,WELL,M,1,B
8/18/95,WELL,F,1,W
8/18/95,WELL,F,1,W
8/18/95,WELL,F,1,W
8/18/95,WELL,M,1,W
8/18/95,EAST,.,.,.
8/18/95,WEST,.,.,.
11/20/95,CALI,F,1,W
11/20/95,GRAV,M,5,W
11/20/95,SAND,.,.,.
11/20/95,BASN,M,2,W
11/20/95,IBPE,F,3,B
11/20/95,IBPE,F,3,B
11/20/95,IBPE,M,1,W
11/20/95,IBPE,M,4,B
11/20/95,IBPE,M,4,W
11/20/95,SUMM,.,.,.
11/20/95,NORT,M,3,W
11/20/95,NORT,M,4,W
11/20/95,NORT,F,2,B
11/20/95,RABB,M,2,W
11/20/95,RABB,M,3,W
11/20/95,WELL,M,2,W
11/20/95,WELL,M,4,W
11/20/95,WELL,M,3,W
11/20/95,WELL,M,4,B
11/20/95,WELL,M,4,W
11/20/95,WELL,M,2,W
11/20/95,WELL,F,2,W
11/20/95,WELL,M,3,W
11/20/95,WELL,F,3,B
11/20/95,WELL,M,5,W
11/20/95,WELL,M,3,W
11/20/95,EAST,F,4,W
11/20/95,EAST,F,3,W
11/20/95,WEST,F,2,W
11/20/95,WEST,M,3,W
11/28/95,CALI,M,1,W
11/28/95,GRAV,M,.,.
11/28/95,SAND,.,.,.
11/28/95,BASN,M,4,B
11/28/95,IBPE,M,4,B
11/28/95,SUMM,.,.,.
11/28/95,NORT,.,.,.
11/28/95,RABB,.,.,.
11/28/95,WELL,F,2,W
11/28/95,WELL,M,2,W
11/28/95,WELL,F,3,W
11/28/95,WELL,M,2,B
11/28/95,EAST,F,4,W
11/28/95,EAST,M,5,W
11/28/95,EAST,F,3,B
11/28/95,WEST,F,2,B
2/6/96,CALI,.,.,.
2/6/96,GRAV,.,.,.
2/6/96,SAND,.,.,.
2/6/96,BASN,.,.,.
2/6/96,IBPE,F,1,W
2/6/96,SUMM,.,.,.
2/6/96,NORT,.,.,.
2/6/96,RABB,M,1,W
2/6/96,WELL,M,1,W
2/6/96,EAST,F,4,B
2/6/96,WEST,J,1,W
2/6/96,WEST,F,1,B
3/8/96,CALI,.,.,.
3/8/96,GRAV,F,1,W
3/8/96,SAND,F,4,B
3/8/96,SAND,M,6,B
3/8/96,BASN,.,.,.
3/8/96,IBPE,F,2,B
3/8/96,SUMM,.,.,.
3/8/96,NORT,M,3,B
3/8/96,RABB,.,.,.
3/8/96,WELL,F,.,B
3/8/96,WELL,M,4,W
3/8/96,EAST,F,2,W
3/8/96,WEST,M,3,W
3/15/96,CALI,F,1,B
3/15/96,CALI,M,5,W
3/15/96,CALI,F,3,W
3/15/96,GRAV,.,.,.
3/15/96,SAND,F,3,B
3/15/96,SAND,M,4,B
3/15/96,SAND,M,6,W
3/15/96,SAND,F,4,B
3/15/96,SAND,F,4,W
3/15/96,BASN,J,1,W
3/15/96,IBPE,F,3,B
3/15/96,IBPE,F,3,B
3/15/96,IBPE,J,1,W
3/15/96,IBPE,J,2,W
3/15/96,IBPE,F,3,B
3/15/96,IBPE,F,3,B
3/15/96,IBPE,J,1,W
3/15/96,IBPE,J,2,W
3/15/96,IBPE,J,2,W
3/15/96,SUMM,F,1,B
3/15/96,NORT,M,4,W
3/15/96,NORT,F,2,W
3/15/96,RABB,J,1,W
3/15/96,WELL,M,3,B
3/15/96,WELL,F,2,W
3/15/96,WELL,J,2,W
3/15/96,EAST,J,2,W
3/15/96,EAST,J,1,W
3/15/96,EAST,M,5,B
3/15/96,WEST,.,.,.
6/4/96,CALI,.,.,.
6/4/96,GRAV,.,.,.
6/4/96,SAND,J,9,W
6/4/96,BASN,F,4,W
6/4/96,BASN,F,3,W
6/4/96,IBPE,F,4,W
6/4/96,IBPE,M,3,B
6/4/96,SUMM,.,.,.
6/4/96,NORT,.,.,.
6/4/96,RABB,.,.,.
6/4/96,WELL,.,.,.
6/4/96,EAST,.,.,.
6/4/96,WEST,F,4,B
6/7/96,CALI,.,.,.
6/7/96,GRAV,.,.,.
6/7/96,SAND,.,.,.
6/7/96,BASN,F,.,.
6/7/96,IBPE,F,6,W
6/7/96,SUMM,F,4,W
6/7/96,NORT,F,2,B
6/7/96,RABB,M,3,W
6/7/96,WELL,F,2,B
6/7/96,EAST,.,.,.
6/7/96,EAST,.,.,.
6/11/96,CALI,.,.,.
6/11/96,CALI,.,.,.
6/11/96,GRAV,.,.,.
6/11/96,SAND,.,.,.
6/11/96,BASN,M,3,W
6/11/96,BASN,M,4,W
6/11/96,IBPE,F,3,W
6/11/96,SUMM,.,.,.
6/11/96,NORT,.,.,.
6/11/96,RABB,.,.,.
6/11/96,WELL,F,.,W
6/11/96,EAST,.,.,.
6/11/96,WEST,M,4,B
6/14/96,CALI,.,17,W
6/14/96,GRAV,.,.,.
6/14/96,SAND,.,.,.
6/14/96,BASN,.,.,.
6/14/96,IBPE,F,2,W
6/14/96,SUMM,.,.,.
6/14/96,NORT,.,.,.
6/14/96,RABB,.,.,.
6/14/96,WELL,F,3,W
6/14/96,WELL,F,2,B
6/14/96,EAST,.,.,.
6/14/96,WEST,.,.,.
8/9/96,CALI,.,.,.
8/9/96,GRAV,.,.,.
8/9/96,SAND,.,.,.
8/9/96,BASN,M,1,W
8/9/96,BASN,F,4,W
8/9/96,IBPE,F,4,B
8/9/96,SUMM,.,.,.
8/9/96,NORT,J,1,W
8/9/96,NORT,F,1,B
8/9/96,RABB,M,1,B
8/9/96,WELL,F,1,W
8/9/96,WELL,M,1,W
8/9/96,WELL,M,1,W
8/9/96,EAST,.,.,.
8/9/96,EAST,F,7,W
8/13/96,CALI,.,.,.
8/13/96,GRAV,.,.,.
8/13/96,SAND,.,.,.
8/13/96,IBPE,.,.,.
8/13/96,SUMM,.,.,.
8/13/96,NORT,.,.,.
8/13/96,RABB,.,.,B
8/13/96,RABB,M,2,W
8/13/96,WELL,M,1,W
8/13/96,WELL,F,1,W
8/13/96,WELL,M,1,B
8/13/96,WELL,M,1,W
8/13/96,EAST,M,1,W
8/16/96,CALI,.,.,.
8/16/96,GRAV,.,.,.
8/16/96,SAND,.,.,.
8/16/96,BASN,J,1,W
8/16/96,BASN,F,6,W
8/16/96,IBPE,M,1,W
8/16/96,SUMM,F,1,W
8/16/96,SUMM,.,.,.
8/16/96,NORT,M,1,W
8/16/96,NORT,J,1,W
8/16/96,RABB,.,.,.
8/16/96,WELL,.,.,.
8/16/96,EAST,.,.,.
8/16/96,WEST,.,.,.
11/15/96,CALI,M,5,W
11/15/96,GRAV,.,.,.
11/15/96,SAND,F,3,W
11/15/96,SAND,M,6,W
11/15/96,SAND,F,1,B
11/15/96,SAND,M,2,B
11/15/96,SAND,M,3,W
11/15/96,BASN,F,2,W
11/15/96,IBPE,M,4,B
11/15/96,IBPE,M,4,B
11/15/96,IBPE,F,1,W
11/15/96,IBPE,M,1,W
11/15/96,IBPE,M,5,B
11/15/96,IBPE,M,3,B
11/15/96,IBPE,M,4,W
11/15/96,SUMM,.,.,.
11/15/96,NORT,.,.,.
11/15/96,RABB,F,1,W
11/15/96,RABB,F,1,B
11/15/96,RABB,F,1,B
11/15/96,RABB,M,2,B
11/15/96,WELL,F,1,W
11/15/96,WELL,M,4,W
11/15/96,WELL,F,2,W
11/15/96,WELL,F,2,B
11/15/96,WELL,M,3,W
11/15/96,WELL,F,1,B
11/15/96,EAST,F,4,W
11/15/96,EAST,M,2,W
11/15/96,EAST,F,1,W
11/15/96,EAST,F,4,W
11/15/96,EAST,M,4,W
11/15/96,EAST,M,3,B
11/15/96,EAST,F,4,B
11/15/96,EAST,F,1,B
11/15/96,EAST,M,6,W
11/22/96,CALI,.,.,.
11/22/96,GRAV,M,3,W
11/22/96,SAND,M,3,W
11/22/96,SAND,F,2,W
11/22/96,SAND,M,2,W
11/22/96,SAND,F,3,W
11/22/96,BASN,F,4,W
11/22/96,IBPE,.,.,.
11/22/96,SUMM,.,.,.
11/22/96,NORT,M,2,W
11/22/96,NORT,M,4,W
11/22/96,RABB,.,.,.
11/22/96,WELL,M,1,B
11/22/96,WELL,F,1,W
11/22/96,EAST,M,1,W
11/22/96,EAST,F,2,W
3/14/97,CALI,M,4,W
3/14/97,CALI,M,3,B
3/14/97,CALI,M,5,W
3/14/97,CALI,M,1,W
3/14/97,GRAV,.,.,.
3/14/97,SAND,M,4,B
3/14/97,SAND,M,4,B
3/14/97,BASN,M,4,W
3/14/97,BASN,M,5,B
3/14/97,IBPE,M,3,B
3/14/97,SUMM,.,.,.
3/14/97,NORT,.,.,.
3/14/97,RABB,F,2,B
3/14/97,WELL,.,.,.
3/14/97,EAST,M,5,B
3/14/97,EAST,M,3,B
3/14/97,WEST,F,5,B
3/21/97,CALI,M,3,W
3/21/97,CALI,F,4,W
3/21/97,CALI,.,.,.
3/21/97,CALI,.,.,.
3/21/97,GRAV,F,4,B
3/21/97,GRAV,M,2,W
3/21/97,SAND,M,4,B
3/21/97,SAND,M,5,W
3/21/97,SAND,M,4,W
3/21/97,BASN,F,2,W
3/21/97,BASN,F,4,B
3/21/97,BASN,M,2,B
3/21/97,BASN,J,1,W
3/21/97,IBPE,M,4,W
3/21/97,NORT,.,.,.
3/21/97,RABB,.,.,.
3/21/97,WELL,F,4,.
3/21/97,WELL,M,4,W
3/21/97,EAST,J,2,B
3/21/97,WEST,.,.,.
6/9/97,CALI,M,7,B
6/9/97,GRAV,.,.,.
6/9/97,SAND,.,.,W
6/9/97,SAND,F,28,W
6/9/97,BASN,M,3,W
6/9/97,BASN,M,5,W
6/9/97,BASN,M,4,B
6/9/97,BASN,F,4,W
6/9/97,BASN,F,4,W
6/9/97,BASN,M,3,W
6/9/97,BASN,F,4,B
6/9/97,BASN,.,3,B
6/9/97,BASN,J,3,W
6/9/97,BASN,F,5,W
6/9/97,IBPE,.,.,.
6/9/97,SUMM,F,.,B
6/9/97,NORT,F,5,W
6/9/97,RABB,.,.,.
6/9/97,WELL,.,.,.
6/9/97,EAST,F,3,W
6/9/97,EAST,M,5,W
6/9/97,EAST,M,6,W
6/9/97,EAST,M,6,B
6/9/97,WEST,M,5,W
6/9/97,WEST,F,3,B
6/9/97,WEST,M,4,W
6/12/97,CALI,.,.,.
6/12/97,GRAV,.,.,.
6/12/97,SAND,.,.,.
6/12/97,BASN,J,2,W
6/12/97,BASN,F,4,W
6/12/97,IBPE,.,3,B
6/12/97,SUMM,.,.,.
6/12/97,NORT,.,.,.
6/12/97,NORT,M,4,W
6/12/97,RABB,M,4,W
6/12/97,EAST,.,.,.
6/12/97,WEST,.,.,.
6/16/97,CALI,J,2,W
6/16/97,GRAV,F,4,W
6/16/97,SAND,.,.,.
6/16/97,BASN,J,2,W
6/16/97,IBPE,.,.,.
6/16/97,SUMM,.,7,W
6/16/97,NORT,.,.,.
6/16/97,RABB,.,.,.
6/16/97,WELL,.,.,.
6/16/97,EAST,F,4,W
6/16/97,EAST,J,3,W
6/16/97,WEST,.,.,.
6/19/97,CALI,.,.,.
6/19/97,GRAV,.,.,.
6/19/97,SAND,.,.,.
6/19/97,BASN,M,3,B
6/19/97,BASN,F,4,B
6/19/97,BASN,.,.,.
6/19/97,BASN,M,4,W
6/19/97,BASN,M,4,W
6/19/97,BASN,F,5,W
6/19/97,BASN,M,4,W
6/19/97,BASN,M,5,W
6/19/97,BASN,F,9,W
6/19/97,BASN,M,4,W
6/19/97,IBPE,.,.,.
6/19/97,SUMM,.,.,.
6/19/97,NORT,F,4,W
6/19/97,NORT,F,.,.
6/19/97,RABB,.,.,.
6/19/97,WELL,.,.,.
6/19/97,EAST,F,3,W
8/15/97,CALI,.,.,.
8/15/97,CALI,.,.,.
8/15/97,GRAV,.,.,.
8/19/97,CALI,F,2,W
8/19/97,GRAV,M,1,W
8/19/97,SAND,J,1,B
8/19/97,SAND,M,2,.
8/19/97,SAND,F,1,W
8/19/97,BASN,F,1,W
8/19/97,BASN,M,2,W
8/19/97,IBPE,.,.,.
8/19/97,SUMM,J,3,W
8/19/97,NORT,.,.,.
8/19/97,RABB,M,1,W
8/19/97,RABB,M,1,W
8/19/97,RABB,J,1,W
8/19/97,WELL,.,.,.
8/19/97,EAST,F,1,W
8/19/97,EAST,M,2,W
8/19/97,EAST,F,1,W
8/19/97,EAST,F,1,W
8/19/97,EAST,M,2,W
8/19/97,WEST,J,1,W
8/19/97,WEST,J,.,.
8/19/97,WEST,M,1,W
8/19/97,WEST,J,1,W
8/22/97,CALI,M,2,W
8/22/97,CALI,F,1,B
8/22/97,CALI,J,3,W
8/22/97,CALI,.,.,.
8/22/97,GRAV,.,.,.
8/22/97,SAND,.,.,.
8/22/97,SAND,F,1,B
8/22/97,SAND,.,.,.
8/22/97,BASN,.,.,.
8/22/97,IBPE,.,.,.
8/22/97,SUMM,.,.,.
8/22/97,NORT,.,.,.
8/22/97,RABB,M,1,W
8/22/97,WELL,F,1,W
8/22/97,EAST,M,1,B
8/22/97,EAST,F,1,B
8/22/97,EAST,M,1,B
8/22/97,EAST,M,1,W
8/22/97,EAST,M,1,W
8/22/97,EAST,.,37,W
8/22/97,WEST,.,.,.
8/22/97,WEST,F,4,B
8/22/97,WEST,M,1,W
8/25/97,CALI,F,1,W
8/25/97,CALI,F,2,W
8/25/97,GRAV,.,.,.
8/25/97,GRAV,F,1,W
8/25/97,SAND,.,.,.
8/25/97,BASN,.,.,.
8/25/97,IBPE,M,1,W
8/25/97,IBPE,M,2,W
8/25/97,SUMM,.,.,.
8/25/97,NORT,J,2,W
8/25/97,RABB,.,.,.
8/25/97,WELL,F,1,W
8/25/97,WELL,F,3,W
8/25/97,EAST,.,.,.
8/25/97,WEST,.,.,.
8/27/97,GRAV,.,.,.
8/29/97,CALI,.,.,.
8/29/97,GRAV,M,2,W
8/29/97,GRAV,F,2,W
8/29/97,SAND,.,.,.
8/29/97,BASN,.,.,.
8/29/97,BASN,.,1,W
8/29/97,BASN,F,1,W
8/29/97,IBPE,F,.,W
8/29/97,SUMM,J,1,W
8/29/97,NORT,.,.,.
8/29/97,RABB,F,1,W
8/29/97,WELL,M,2,W
8/29/97,EAST,F,1,W
8/29/97,WEST,J,1,B
11/17/97,CALI,.,.,.
11/17/97,GRAV,M,4,W
11/17/97,SAND,F,4,W
11/17/97,BASN,M,4,W
11/17/97,IBPE,.,.,.
11/17/97,SUMM,.,.,.
11/17/97,NORT,F,2,W
11/17/97,RABB,F,3,W
11/17/97,WELL,F,2,B
11/17/97,EAST,F,3,B
11/17/97,EAST,F,4,B
11/17/97,EAST,F,2,W
11/17/97,EAST,F,2,B
11/17/97,WEST,M,2,W
11/24/97,CALI,.,.,.
11/24/97,GRAV,M,4,W
11/24/97,GRAV,.,.,.
11/24/97,GRAV,M,4,B
11/24/97,SAND,M,6,W
11/24/97,SAND,F,4,W
11/24/97,SAND,M,3,B
11/24/97,BASN,M,5,B
11/24/97,IBPE,F,1,W
11/24/97,IBPE,F,3,W
11/24/97,SUMM,.,.,.
11/24/97,NORT,.,.,.
11/24/97,RABB,.,.,.
11/24/97,WELL,M,1,W
11/24/97,WELL,M,4,W
11/24/97,WELL,F,2,W
11/24/97,EAST,F,2,W
11/24/97,EAST,F,2,W
11/24/97,EAST,M,5,W
11/24/97,EAST,F,1,B
11/24/97,EAST,F,3,W
11/24/97,EAST,M,4,W
11/24/97,EAST,M,2,W
11/24/97,EAST,F,4,B
11/24/97,EAST,.,.,.
11/24/97,EAST,M,5,W
11/24/97,EAST,M,4,W
11/24/97,EAST,F,2,W
11/24/97,WEST,.,.,.
3/13/98,CALI,F,2,B
3/13/98,CALI,M,4,B
3/13/98,GRAV,.,.,.
3/13/98,SAND,M,5,W
3/13/98,BASN,J,1,W
3/13/98,SUMM,.,.,.
3/13/98,NORT,.,.,.
3/13/98,RABB,.,.,.
3/13/98,WELL,M,4,B
3/13/98,EAST,M,1,W
3/13/98,EAST,F,2,B
3/13/98,EAST,F,3,W
3/13/98,EAST,F,3,B
3/13/98,EAST,M,4,W
3/20/98,CALI,F,4,W
3/20/98,GRAV,.,3,W
3/20/98,SAND,M,5,W
3/20/98,SAND,F,4,W
3/20/98,BASN,J,1,W
3/20/98,BASN,M,5,B
3/20/98,IBPE,F,2,W
3/20/98,IBPE,J,1,W
3/20/98,IBPE,F,3,W
3/20/98,SUMM,.,.,.
3/20/98,NORT,.,.,.
3/20/98,RABB,.,.,.
3/20/98,WELL,F,2,W
3/20/98,WELL,M,4,W
3/20/98,EAST,M,5,B
3/20/98,EAST,.,1,W
3/20/98,WEST,.,.,.
6/8/98,CALI,.,.,.
6/8/98,GRAV,.,.,.
6/8/98,SAND,.,.,.
6/8/98,BASN,.,.,.
6/8/98,BASN,F,3,W
6/8/98,BASN,F,3,W
6/8/98,BASN,M,5,W
6/8/98,IBPE,.,.,.
6/8/98,SUMM,.,.,.
6/8/98,NORT,.,.,.
6/8/98,RABB,.,.,.
6/8/98,WELL,.,.,.
6/8/98,EAST,.,.,.
6/8/98,WEST,.,.,.
6/10/98,NORT,.,.,.
6/10/98,RABB,.,.,.
6/10/98,WELL,F,5,W
6/10/98,EAST,.,.,.
6/10/98,WEST,.,.,.
6/11/98,CALI,.,.,.
6/11/98,GRAV,.,.,.
6/11/98,SAND,.,.,.
6/11/98,BASN,.,2,W
6/11/98,IBPE,.,.,.
6/11/98,SUMM,.,.,.
6/12/98,BASN,F,3,W
6/15/98,CALI,.,.,.
6/15/98,GRAV,.,.,.
6/15/98,SAND,.,.,.
6/15/98,BASN,.,.,W
6/15/98,IBPE,F,3,W
6/15/98,IBPE,F,3,W
6/15/98,SUMM,F,2,W
6/15/98,SUMM,F,3,W
6/15/98,NORT,.,.,.
6/15/98,RABB,.,.,.
6/15/98,WELL,.,.,.
6/15/98,EAST,F,2,W
6/15/98,EAST,M,3,B
6/15/98,EAST,F,20,W
6/15/98,WEST,.,.,.
6/17/98,CALI,.,6,W
6/17/98,GRAV,.,7,W
6/17/98,SAND,.,.,.
6/17/98,BASN,.,.,.
6/17/98,IBPE,F,3,W
6/17/98,SUMM,.,.,.
6/17/98,NORT,.,.,.
6/17/98,RABB,F,.,.
6/17/98,WELL,.,.,.
6/17/98,EAST,F,2,W
6/17/98,WEST,.,.,.
8/11/98,CALI,.,.,.
8/11/98,GRAV,.,.,.
8/11/98,SAND,M,1,W
8/11/98,SAND,F,1,W
8/11/98,BASN,F,1,W
8/11/98,BASN,M,1,W
8/11/98,BASN,.,2,W
8/11/98,BASN,.,.,W
8/11/98,BASN,F,5,W
8/11/98,IBPE,F,5,W
8/11/98,IBPE,F,3,W
8/11/98,IBPE,M,1,B
8/11/98,IBPE,M,1,W
8/11/98,SUMM,F,.,B
8/11/98,NORT,M,1,W
8/11/98,NORT,F,1,W
8/11/98,NORT,M,1,W
8/11/98,RABB,.,10,W
8/11/98,WELL,M,1,W
8/11/98,EAST,F,1,W
8/11/98,WEST,.,14,W
8/14/98,GRAV,M,1,W
8/14/98,SAND,.,.,.
8/14/98,IBPE,F,1,W
8/14/98,IBPE,M,1,W
8/14/98,IBPE,F,1,W
8/14/98,SUMM,.,.,.
8/14/98,NORT,F,7,W
8/14/98,RABB,J,1,W
8/14/98,WELL,.,.,.
8/14/98,EAST,F,1,W
8/14/98,EAST,F,6,W
8/14/98,EAST,F,3,B
8/14/98,WEST,F,4,W
8/18/98,CALI,.,.,.
8/18/98,GRAV,F,1,B
8/18/98,SAND,F,1,W
8/18/98,BASN,F,1,W
8/18/98,BASN,F,3,W
8/18/98,BASN,F,3,W
8/18/98,IBPE,.,.,.
8/18/98,SUMM,.,.,.
8/18/98,NORT,M,1,W
8/18/98,RABB,F,1,W
8/18/98,WELL,.,.,.
8/18/98,WELL,J,1,W
8/18/98,EAST,F,1,W
8/18/98,EAST,F,2,W
8/18/98,WEST,.,.,.
8/21/98,CALI,M,1,W
8/21/98,CALI,M,1,.
8/21/98,GRAV,.,.,.
8/21/98,SAND,.,.,.
8/21/98,BASN,.,.,.
8/21/98,IBPE,.,.,.
8/21/98,NORT,J,1,B
8/21/98,NORT,J,2,W
8/21/98,RABB,F,1,W
8/21/98,WELL,J,1,W
8/21/98,EAST,.,.,.
8/21/98,WEST,M,1,W
11/16/98,CALI,.,.,.
11/16/98,GRAV,F,2,W
11/16/98,SAND,M,2,W
11/16/98,SAND,F,4,W
11/16/98,SAND,F,2,W
11/16/98,BASN,F,1,B
11/16/98,IBPE,M,4,W
11/16/98,SUMM,F,1,B
11/16/98,NORT,.,.,.
11/16/98,RABB,.,.,.
11/16/98,WELL,F,2,W
11/16/98,WELL,M,1,W
11/16/98,WELL,F,2,W
11/16/98,WELL,M,3,W
